novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Israel,208988,208994,character_reference,0.7,Israel,"s?"" ""Oh, Jesus."" ""He's a Northerner too. Lived in Israel, but a Northerner in His heart. His bleeding hear",annotator_2,overlap
Beloved (1987),Paul,220724,220728,character_reference,0.85,Paul,"ad been occupied by one for eighteen years before Paul D came to call. And maybe it was better this way,",annotator_2,overlap
Song of Solomon (1977),Solomon,604256,604263,character_reference,0.85,Solomon,"pulled her out to the car. He sang all the way: ""Solomon 'n Ryna Belali Shalut...'"" ""Where you learn that?",annotator_2,unique
Song of Solomon (1977),Hagar,410298,410303,character_reference,0.85,Hagar,nthians won't speak to me; Lena wants me out. And Hagar wants me chained to her bed or dead. Everybody wa,annotator_2,overlap
Song of Solomon (1977),Pilate,386502,386508,character_reference,0.7,Pilate,"hing by comparison. And again there was a change. Pilate was tall again. The top of her head, wrapped in a",annotator_2,overlap
Song of Solomon (1977),Ruth,24435,24439,thematic_reference,0.9,Ruth,lived and where Macon Dead owned rent houses. So Ruth kept close to home and had no afternoon guests fo,annotator_2,overlap
Song of Solomon (1977),Ruth,588070,588074,thematic_reference,0.9,Ruth,began fiddling with the combination to his safe. Ruth waited. Macon dipped into the safe three separate,annotator_2,overlap
Paradise (1998),Grace,485811,485816,thematic_reference,0.8,Grace,"liver there if she wanted to. Mavis was jubilant, Grace amused. They took the field rent and drove off to",annotator_2,overlap
Song of Solomon (1977),Pilate,88062,88068,character_reference,0.7,Pilate,"uiet held. Even Guitar didn't dare break it. Then Pilate spoke. ""Reba. She don't mean food."" Realization s",annotator_2,overlap
Sula (1973),John,194005,194009,thematic_reference,0.9,John,"hat she needed, as well as to order Van Van, High John the Con- queror, Little John to Chew, Devil's Sho",annotator_2,overlap
Tar Baby (1981),Paul,476714,476718,character_reference,0.85,Paul,him. He thought she was fighting him about Ernie Paul and being late and not calling. She thought so to,annotator_2,overlap
Beloved (1987),Paul,83172,83176,character_reference,0.85,Paul,"er daughter, feeling more embarrassed than angry. Paul D scratched the hair on his chin. ""Maybe I should",annotator_2,overlap
Song of Solomon (1977),job,25929,25932,thematic_reference,0.9,Job,"ilkman. It certainly didn't sound like the honest job of a dairyman, or bring to his mind cold bright c",annotator_2,overlap
Beloved (1987),Paul,47741,47745,character_reference,0.85,Paul,"ndigo behind. He told the story to Paul F, Halle, Paul A and Paul D in the peculiar way that made them c",annotator_2,unique
Beloved (1987),job,363021,363024,thematic_reference,0.9,Job,". Sethe understood it then, but now with a paying job and an employer who was kind enough to hire an ex",annotator_2,overlap
Song of Solomon (1977),Pilate,248207,248213,character_reference,0.7,Pilate,"the street signs as they passed (""Eat cherries,"" Pilate had told her, ""and you won't have to wear them li",annotator_2,overlap
Tar Baby (1981),Gideon,197853,197859,character_reference,0.85,Gideon,"a miracle of concentration. ""Hush, Thérèse,"" said Gideon. ""They can hear you in the har- bor. Finish makin",annotator_2,overlap
Beloved (1987),Paul,429435,429439,character_reference,0.85,Paul,le Woman and she runs further on in the creekbed. Paul D and Sixo run the other way toward the woods. Bo,annotator_2,overlap
Paradise (1998),Mary,504760,504764,character_reference,0.7,Mary,en so lonely for them when she'd traveled back to Mary- land in 1970. Watching recess at the school wher,annotator_2,overlap
Tar Baby (1981),job,306412,306415,thematic_reference,0.9,Job,"e, no trophies. There was dice instead of tusk; a job when he wanted a journey. And the lion he believe",annotator_2,unique
Paradise (1998),Jesus,413933,413938,character_reference,0.85,Jesus,", which he arranges on the floor. The little Lord Jesus lay down His sweet head. What's the point? Richar",annotator_2,overlap
Song of Solomon (1977),Pilate,448421,448427,character_reference,0.7,Pilate,"ack home. He's alive. He told me about you.. ""And Pilate. Where is she?"" ""There too. She's fine."" "" ""Well,",annotator_2,overlap
Song of Solomon (1977),Ruth,252908,252912,thematic_reference,0.9,Ruth,"h a great deal of earnestness that she replied to Ruth. ""I'll try not to. But I can't make you a for-cer",annotator_2,unique
A Mercy (2008),Jacob,215116,215121,character_reference,0.85,Jacob,ratch and scratch until the hammer is in my hand. Jacob Vaark climbed out of his grave to visit his beaut,annotator_2,unique
Paradise (1998),faith,411459,411464,thematic_reference,0.8,Faith,"cold."" ""I meant the chart, not you. Limiting your faith to molecules as if-"" ""I don't limit anything. I j",annotator_2,overlap
A Mercy (2008),Job,138983,138986,thematic_reference,0.9,Job,"intolerable to men. What complaint would a female Job dare to put forth? And if, having done so, and He",annotator_2,overlap
Song of Solomon (1977),Pilate,162823,162829,character_reference,0.7,Pilate,"ilkman. ""Reba don't know her own last name."" ""Ask Pilate."" ""Yeah. I'll ask Pilate. Pilate knows. It's in t",annotator_2,unique
Sula (1973),John,137536,137540,thematic_reference,0.9,John,"ula could answer his mother had called him, ""You, John. Get back in here."" At Eva's house there were fou",annotator_2,unique
Song of Solomon (1977),Pilate,228846,228852,character_reference,0.7,Pilate,"it. Pilate, Reba, and Reba's little baby. Hagar. Pilate came to see Macon right away and soon as she saw",annotator_2,unique
Beloved (1987),Paul,106680,106684,character_reference,0.85,Paul,"ck alone. ""You just gonna feed her? From now on?"" Paul D, feeling un- generous, and surprised by it, hea",annotator_2,overlap
Song of Solomon (1977),Hagar,575202,575207,character_reference,0.85,Hagar,"y shop. Today. Oh, and I need something to wear."" Hagar stood at the door of the little cardboard closet,",annotator_2,unique
Beloved (1987),Paul,81777,81781,character_reference,0.85,Paul,"g with me. Rats bit everything in there but her."" Paul D turned away. He wanted to know more about it, b",annotator_2,unique
Tar Baby (1981),job,381556,381559,thematic_reference,0.9,Job,"nt, I guess, or maybe she didn't want to lose her job."" He kissed the other cheek. ""I always wondered w",annotator_2,overlap
Tar Baby (1981),Paul,472275,472279,character_reference,0.85,Paul,"there. Of course I'll be there. Waiting."" ""Ernie Paul has a car. I'll go back to Montgomery with him to",annotator_2,overlap
Paradise (1998),Joshua,370333,370339,thematic_reference,0.9,Joshua,s of curses and women in baskets; the one who saw Joshua's filthy clothes changed into rich ones; who saw,annotator_2,unique
Song of Solomon (1977),Pilate,380204,380210,character_reference,0.7,Pilate,"Hadn't been for him, they wouldn't of had to get Pilate down there."" Macon rubbed his knees. The idea of",annotator_2,overlap
Song of Solomon (1977),Magdalene,164255,164264,character_reference,0.85,Magdalene,en in a drugstore. Cologne and dusting powder for Magdalene called Lena; a compact for Corinthians; a five-po,annotator_2,overlap
Song of Solomon (1977),Pilate,611862,611868,character_reference,0.85,Pilate,"ack, both old. From the beginning, his mother and Pilate had fought for his life, and he had never so much",annotator_2,overlap
Sula (1973),Jesus,249879,249884,character_reference,0.85,Jesus,"from the way she remembered them forty years ago. Jesus, there were some beautiful boys in 1921! Look lik",annotator_2,overlap
Song of Solomon (1977),Ruth,230332,230336,thematic_reference,0.9,Ruth,"nursed me."" ""Yes."" ""Until I was .. old. Too old."" Ruth turned toward her son. She lifted her head and lo",annotator_2,overlap
Sula (1973),Jude,127405,127409,thematic_reference,0.9,Jude,ack men who could tear that road up. The men like Jude who could do real work. Jude himself longed more,annotator_2,overlap
Tar Baby (1981),Gideon,187867,187873,character_reference,0.7,Gideon,from the pantry chocolate at the very least. Once Gideon saw an empty Evian bottle in the gazebo. Then the,annotator_2,overlap
Beloved (1987),Paul,500736,500740,character_reference,0.85,Paul,"mory, turns it into dust motes floating in light. Paul D shuts the door. He looks toward the house and,",annotator_2,overlap
Tar Baby (1981),job,439695,439698,thematic_reference,0.9,Job,"he blew out a breath and she was old. ""Is that my job too? To stop you?"" ""No. It's not your job, Ondine",annotator_2,overlap
Song of Solomon (1977),Solomon,484716,484723,character_reference,0.85,Solomon,"he fan belt hadn't broken again right in front of Solomon's General Store, which turned out to be the heart",annotator_2,unique
Song of Solomon (1977),Mary,345346,345350,character_reference,0.85,Mary,"ired with the State Poet Laureate. ""She's Michael-Mary Graham's amanuensis."" The rickety Latin word made",annotator_2,overlap
Song of Solomon (1977),Pilate,88317,88323,character_reference,0.85,Pilate,and they hummed together in perfect harmony until Pilate took the lead: O Sugarman don't leave me here Cot,annotator_2,overlap
Song of Solomon (1977),Pilate,547661,547667,character_reference,0.7,Pilate,"ost was just repeating his wife's name, Sing, and Pilate didn't know it because she never knew her mother'",annotator_2,unique
Song of Solomon (1977),lot,540497,540500,character_reference,0.7,Lot,"oward Milkman. ""There used to be a lot of that. A lot of it. Not so much nowadays, but there used to be",annotator_2,overlap
Song of Solomon (1977),hope,416782,416786,thematic_reference,0.8,Hope,ddy's right about what's in that cave. And I sure hope you don't have no second thoughts about getting i,annotator_2,overlap
Sula (1973),Mary,26328,26332,character_reference,0.85,Mary,"under the dolesome eyes of a multicolored Virgin Mary, counseling her to be constantly on guard for any",annotator_2,unique
Song of Solomon (1977),Solomon,561532,561539,character_reference,0.85,Solomon,"on's General Store, Luther Solomon (no relation), Solomon's Leap, and now the children were singing ""Solomo",annotator_2,overlap
A Mercy (2008),Jacob,132708,132713,character_reference,0.85,Jacob,"could be. As the sons died and the years passed, Jacob became convinced the farm was sustainable but not",annotator_2,overlap
Beloved (1987),Paul,387154,387158,character_reference,0.7,Paul,"I would have recognized you right off, except for Paul D. Seems to me he wanted you out from the beginni",annotator_2,overlap
Jazz (1992),acts,215608,215612,thematic_reference,0.9,Acts,"ke me-curious, inven- tive and well-informed. Joe acts like he knew all about what the old folks did to",annotator_2,overlap
Sula (1973),John,145732,145736,thematic_reference,0.9,John,"ust be glad he found it, wherever it is. Remember John L.?"" ""When Shirley said he got her down by the we",annotator_2,overlap
Song of Solomon (1977),Solomon,609111,609118,character_reference,0.85,Solomon,"ndfather's, his grandmother's. Not Doctor Street, Solomon's Leap, Ryna's Gulch, Shalimar, Virginia. He clos",annotator_2,overlap
Song of Solomon (1977),Hagar,327826,327831,character_reference,0.85,Hagar,"each one, envious of their fearlessness now, even Hagar's, in spite of the fact that she was no longer a",annotator_2,overlap
Song of Solomon (1977),Grace,543628,543633,thematic_reference,0.8,Grace,"nd it was just-just an idea. It's not important."" Grace returned with a little parcel wrapped in white pa",annotator_2,unique
Song of Solomon (1977),Pilate,255727,255733,character_reference,0.7,Pilate,"here there was none. She had not recognized it in Pilate, whose equilibrium over- shadowed all her eccentr",annotator_2,overlap
Paradise (1998),hope,486971,486975,thematic_reference,0.8,Hope,"The shudders in its spine. Otherwise there was no hope. Had it not tried to rescue itself, it would brea",annotator_2,overlap
Song of Solomon (1977),Magdalene,399445,399454,character_reference,0.85,Magdalene,"'t you say? You want me to give it another shot?"" Magdalene called Lena drew one hand out of the pocket of he",annotator_2,overlap
Song of Solomon (1977),Ruth,241596,241600,thematic_reference,0.9,Ruth,late had no telephone and no number on her house. Ruth had asked some passer-by where Pilate lived and w,annotator_2,overlap
Song of Solomon (1977),Solomon,530686,530693,character_reference,0.85,Solomon,"longed to the Byrd family over by the ridge. Near Solomon's Leap."" ""Oh, yeah?"" said one of the men. ""One of",annotator_2,overlap
Beloved (1987),Paul,203488,203492,character_reference,0.85,Paul,"ompted him to try-other than Halle, Sixo, Paul A, Paul F and Mister. But the trembling was fixed by the",annotator_2,overlap
Tar Baby (1981),Gideon,196736,196742,character_reference,0.7,Gideon,elt in their hearts for everybody but themselves. Gideon got over the shame: the work at Isle des Chevalie,annotator_2,unique
A Mercy (2008),job,49542,49545,thematic_reference,0.9,Job,of being taken on as a runner for a law firm. The job required literacy and led to his being signed up,annotator_2,overlap
The Bluest Eye (1970),Holy Grail,243143,243153,thematic_reference,0.8,Holy Grail,"that he equated lovemaking with communion and the Holy Grail, she sim- ply left. She had not lived by the sea",annotator_2,overlap
Beloved (1987),Paul,126610,126614,character_reference,0.85,Paul,"t table, chewing on his after-supper broom straw, Paul D decided to place her. Consult with the Negroes",annotator_2,overlap
A Mercy (2008),Solomon,1688,1695,character_reference,0.85,Solomon,ction Love Paradise Jazz Beloved Tar Baby Song of Solomon Sula The Bluest Eye Nonfiction The Dancing Mind P,annotator_2,overlap
Song of Solomon (1977),Jesus,32876,32881,character_reference,0.85,Jesus,"motherless child the name of the man that killed Jesus, do you?"" ""I asked Jesus to save me my wife."" ""Ca",annotator_2,overlap
Beloved (1987),Paul,513992,513996,character_reference,0.85,Paul,"re railing is wound with ribbons, bows, bouquets. Paul D steps inside. The outdoor breeze he brings with",annotator_2,overlap
A Mercy (2008),Jacob,37742,37747,character_reference,0.85,Jacob,"rd? The soft fingers fumbled for the absent haft. Jacob raised his eyes to D'Ortega's, noticing the cowar",annotator_2,overlap
Song of Solomon (1977),Esther,425981,425987,thematic_reference,0.9,Esther,"ord, I'm forgetting my- self. You must be hungry. Esther, get him something to fill him- self up on."" ""Oh,",annotator_2,overlap
Song of Solomon (1977),numbers,412592,412599,thematic_reference,0.9,Numbers,"that's what you feel, why are you play- ing your numbers game? Keeping the racial ratio the same and all?",annotator_2,unique
Song of Solomon (1977),Grace,542198,542203,thematic_reference,0.8,Grace,"down to see what time it was. ""Oh, look at that."" Grace pointed to his hand. ""What a good- looking watch.",annotator_2,overlap
Song of Solomon (1977),Hagar,544932,544937,character_reference,0.85,Hagar,"out. Once, long ago, he had cared what Pilate and Hagar thought of him, but having conquered Hagar and ha",annotator_2,overlap
Paradise (1998),lot,222197,222200,character_reference,0.7,Lot,"They're just kids.” ""That fist painting scared a lot of people."" ""Why? It was a picture! You'd think s",annotator_2,overlap
Song of Solomon (1977),Pilate,620291,620297,character_reference,0.7,Pilate,"ge enough for the interment. When they found one, Pilate squatted down and opened the sack while Milkman d",annotator_2,overlap
Paradise (1998),Grace,135453,135458,thematic_reference,0.8,Grace,"""Her? She gave me her own name. ""Well?"" ""Grace."" ""Grace. What could be better?"" Nothing. Nothing at all.",annotator_2,overlap
Song of Solomon (1977),Pilate,306405,306411,character_reference,0.7,Pilate,"Macon Dead died, his children, a twelve- year-old Pilate and a sixteen-year-old Macon Dead, found them- se",annotator_2,overlap
Song of Solomon (1977),Pilate,615532,615538,character_reference,0.7,Pilate,'body.' The body you shouldn't fly off and leave. Pilate! Pilate! Come here. Let me tell you what your fat,annotator_2,unique
Sula (1973),Mary,28445,28449,character_reference,0.85,Mary,"under the dolesome eyes of a multicolored Virgin Mary, counseling her to be constantly on guard for any",annotator_2,overlap
Paradise (1998),Esther,154334,154340,thematic_reference,0.9,Esther,"! And you weren't here, either, at the beginning! Esther was!"" Arnold Fleetwood's right hand shook with wa",annotator_2,overlap
Paradise (1998),Jesus,537734,537739,character_reference,0.85,Jesus,hed less than fifty pounds and shone like sulfur. Jesus! Said the girl he dropped off there was openly fl,annotator_2,unique
Paradise (1998),Aaron,570185,570190,character_reference,0.85,Aaron,"hey did to Menus and Fleet. It was self-defense!"" Aaron Poole looked at K.D. who had offered that explana",annotator_2,overlap
Song of Solomon (1977),Hagar,255122,255127,character_reference,0.85,Hagar,"week, and leave you there."" ""You're botherin me!"" Hagar was shouting and digging her fingers in her hair.",annotator_2,overlap
The Bluest Eye (1970),Mary,66170,66174,character_reference,0.85,Mary,"t which, in her view, at any rate, identifies the Mary Janes. He cannot see her view— the angle of his v",annotator_2,overlap
Paradise (1998),Calvary,238827,238834,character_reference,0.7,Calvary,"ast New Zion, Harper's Drugstore, the bank, Mount Calvary. She detoured into Cross Peter, left it and walke",annotator_2,overlap
Tar Baby (1981),Gideon,384388,384394,character_reference,0.7,Gideon,"me? Didn't Yardman tell you her name?” ""Gideon."" ""Gideon. Didn't he introduce you?"" ""Go to sleep, Jadine.""",annotator_2,overlap
Song of Solomon (1977),Solomon,607141,607148,character_reference,0.85,Solomon,"29 Solomon done gone /Solomon cut across the sky, Solomon gone home!'"" He could hardly wait to get home. To",annotator_2,overlap
Song of Solomon (1977),Grace,540362,540367,thematic_reference,0.8,Grace,"at school.” ""You know darn well she didn't,"" said Grace. ""She probably started passing like the rest of '",annotator_2,overlap
A Mercy (2008),Jacob,44857,44862,character_reference,0.85,Jacob,"he drowned; it always floats."" Amid the laughter, Jacob joined the men at the table and listened to Downe",annotator_2,overlap
Paradise (1998),Esther,147347,147353,thematic_reference,0.9,Esther,"them. They had not suggested, politely, that Miss Esther may have been mistaken; they howled at the notion",annotator_2,unique
Beloved (1987),Paul,73908,73912,character_reference,0.85,Paul,"ak- ing more. Yet the morning she woke up next to Paul D, the word her daughter had used a few years ago",annotator_2,overlap
Song of Solomon (1977),Ruth,116170,116174,thematic_reference,0.9,Ruth,"t, not of power (a nine- year-old girl could slap Ruth and get away with it), but of helplessness. She w",annotator_2,overlap
Beloved (1987),Jesus,444672,444677,character_reference,0.85,Jesus,"in the yard. When she did it."" ""Judy?"" ""Sethe."" ""Jesus."" ""It ain't what you think."" ""You don't know what",annotator_2,overlap
The Bluest Eye (1970),Samson,182094,182100,character_reference,0.7,Samson,"t? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."" ""How come you all didn't name me Samson?",annotator_2,overlap
Beloved (1987),lot,10454,10457,character_reference,0.7,Lot,"r the house. ""No, uh uh. Can't baby feet. A whole lot more tramping they got to do yet."" ""You can't lea",annotator_2,unique
A Mercy (2008),Jacob,45381,45386,character_reference,0.85,Jacob,"w do they manage? It must be constant tur- moil."" Jacob was imagining the difference between the steady c",annotator_2,unique
Song of Solomon (1977),Pilate,570890,570896,character_reference,0.7,Pilate,"Hagar was not like them. Not strong enough, like Pilate, nor simple enough, like Reba, to make up her lif",annotator_2,unique
Tar Baby (1981),grace,162918,162923,thematic_reference,0.8,Grace,"ore sipping it through a lump of sugar. More than grace, she thought, Valerian had courage. He could not",annotator_2,overlap
Beloved (1987),job,316013,316016,thematic_reference,0.9,Job,"t got em."" ""Maybe there's worse.' 99 ""It ain't my job to know what's worse. It's my job to know what is",annotator_2,unique
Song of Solomon (1977),Hagar,78680,78685,character_reference,0.7,Hagar,"; he had already fallen in love with her behind. ""Hagar."" Pilate looked around the room. ""This here's you",annotator_2,unique
Song of Solomon (1977),Ruth,252977,252981,thematic_reference,0.9,Ruth,"to. But I can't make you a for-certain promise."" Ruth heard the supplication in her words and it seemed",annotator_2,overlap
Song of Solomon (1977),Hagar,231340,231345,character_reference,0.85,Hagar,"ugh the window. Hagar. Killing, ice-pick-wielding Hagar, who, shortly after a Christmas thank-you note, f",annotator_2,unique
Song of Solomon (1977),Ruth,250381,250385,thematic_reference,0.9,Ruth,ht. Pilate hummed and chewed things all the time. Ruth would ask her first if what Freddie said was true,annotator_2,overlap
Song of Solomon (1977),Mary,154272,154276,character_reference,0.85,Mary,"hree other corners had a similar place-because of Mary herself, a pretty but overpainted barmaid/part-ow",annotator_2,unique
Tar Baby (1981),Gideon,535989,535995,character_reference,0.85,Gideon,"d added nothing to it. He smiled. ""What work does Gideon do now?"" ""Hires out,"" she said. ""To taxi men."" Dr",annotator_2,unique
Beloved (1987),John,437897,437901,thematic_reference,0.9,John,"where you want to be. My house is your house too. John and Ella, Miss Lady, Able Woodruff, Willie Pike-a",annotator_2,overlap
Paradise (1998),lot,572925,572928,character_reference,0.7,Lot,"car pulls away, Lone looks back at the house. “A lot of work."" He had none. When Roger Best got back t",annotator_2,unique
Paradise (1998),Aaron,216668,216673,character_reference,0.85,Aaron,"coming in from south country. Its driver would be Aaron Poole, late, as Deek knew he would be, since he w",annotator_2,overlap
Song of Solomon (1977),Solomon,596546,596553,character_reference,0.85,Solomon,"off his buckskin."" She smiled. ""Why did you call Solomon a flying African?"" ""Oh, that's just some old folk",annotator_2,unique
Beloved (1987),Paul,357488,357492,character_reference,0.85,Paul,"ow there were no bad feelings and set out to find Paul D. He found him on the steps of Holy Redeemer, ho",annotator_2,overlap
Song of Solomon (1977),Ruth,59223,59227,thematic_reference,0.9,Ruth,"ful, Macon. You always take the wrong turn here."" Ruth spoke softly from the right side of the car. ""Do",annotator_2,overlap
Beloved (1987),Paul,427691,427695,character_reference,0.85,Paul,"Halle was not killed or wounded that day because Paul D saw him later, after she had run off with no on",annotator_2,overlap
Song of Solomon (1977),Hagar,516286,516291,character_reference,0.85,Hagar,"s par- ents unloaded on him. Nor did he ""deserve"" Hagar's vengeance. But why shouldn't his parents tell h",annotator_2,unique
Beloved (1987),Paul,121129,121133,character_reference,0.85,Paul,"y. That's how Beloved looked- gilded and shining. Paul D took to having Sethe on waking, so that later,",annotator_2,unique
The Bluest Eye (1970),Mary,67840,67844,character_reference,0.85,Mary,"wrapper has a picture on it. A picture of little Mary Jane, for whom the candy is named. Smiling white",annotator_2,overlap
Song of Solomon (1977),Pilate,265265,265271,character_reference,0.7,Pilate,"he woman said. Then, ""Child, where's your navel?"" Pilate had never heard the word ""navel"" and didn't know",annotator_2,overlap
Song of Solomon (1977),Esther,424806,424812,thematic_reference,0.9,Esther,"rend Cooper took off his glasses. ""Well, I'll be! Esther!"" He threw his voice over his shoulder without ta",annotator_2,overlap
Beloved (1987),Paul,433623,433627,character_reference,0.85,Paul,"loses the door of the cabin. Carefully, he looks. Paul D does not look back. It is sprinkling now. A tea",annotator_2,overlap
The Bluest Eye (1970),John,300775,300779,thematic_reference,0.9,John,"th pain and wonder that the novel becomes poetry' John Leonard, New York Times 'I imagine if our greates",annotator_2,overlap
Paradise (1998),lot,556470,556473,character_reference,0.7,Lot,"did not always know what it was, but they spent a lot of time trying to find out. Long before Juvenal w",annotator_2,overlap
Song of Solomon (1977),Pilate,227596,227602,character_reference,0.7,Pilate,"eone who was about to be conned and knew it. 125 ""Pilate. Old, crazy, sweet Pilate. Your father and I hadn",annotator_2,overlap
Paradise (1998),Calvary,404472,404479,character_reference,0.7,Calvary,"r than a political one. Then, as he stood outside Calvary, continuing his requests, he would not have had t",annotator_2,overlap
Beloved (1987),Paul,190458,190462,character_reference,0.85,Paul,"hind me.” ""I don't hear nobody."" ""I have to cook, Paul D."" ""Me too."" He stood up and made her stay there",annotator_2,overlap
Song of Solomon (1977),Pilate,99566,99572,character_reference,0.7,Pilate,rk a couple of hours there and learn what's real. Pilate can't teach you a thing you can use in this world,annotator_2,overlap
Paradise (1998),grace,309358,309363,thematic_reference,0.8,Grace,", lay in the amazing shapes and substances. God's grace took: gospel in times of persecution; the exquisi",annotator_2,overlap
Tar Baby (1981),Gideon,420210,420216,character_reference,0.85,Gideon,and Empire State and figured out a way to collect Gideon's unem- ployment checks. But Jadine was not worri,annotator_2,overlap
Song of Solomon (1977),Solomon,494233,494240,character_reference,0.85,Solomon,"ne of them could help with the car?"" he asked Mr. Solomon. ""Maybe get another belt somewhere?"" Mr. Solomon",annotator_2,unique
Paradise (1998),Matthew,199594,199601,thematic_reference,0.9,Matthew,"at the corner onto Central, passed Luke, Mark and Matthew, then parked neatly in front of the bank. The sil",annotator_2,overlap
Song of Solomon (1977),Pilate,573703,573709,character_reference,0.7,Pilate,"id at last. ""Look at that. No wonder. No wonder."" Pilate was thrilled at the sound of Hagar's voice. ""It's",annotator_2,overlap
Beloved (1987),Paul,499441,499445,character_reference,0.85,Paul,"ng his coat in patches, is asleep by the pump, so Paul D knows Beloved is truly gone. Disappeared, some",annotator_2,overlap
Song of Solomon (1977),John,354650,354654,thematic_reference,0.9,John,"was performed by the Choral Speech Society of St. John's High School. None of that, however, had mitigat",annotator_2,overlap
Beloved (1987),Paul,244288,244292,character_reference,0.85,Paul,"ed to the kitchen. The dogs ate without sound and Paul D thought they at least got what they came for, a",annotator_2,overlap
Song of Solomon (1977),Pilate,545004,545010,character_reference,0.7,Pilate,"but having conquered Hagar and having disregarded Pilate enough to steal from her, all that was gone. But",annotator_2,overlap
Song of Solomon (1977),lot,108503,108506,character_reference,0.7,Lot,"riment in them died suddenly. ""And folly. A whole lot of folly. You can count on it."" ""Mr. Tommy, suh,""",annotator_2,unique
Song of Solomon (1977),Pilate,78371,78377,character_reference,0.7,Pilate,"t,"" the girl answered. ""Push."" ""About time,"" said Pilate. ""The light be gone before you know it."" ""Tommy's",annotator_2,overlap
Tar Baby (1981),Gideon,183755,183761,character_reference,0.7,Gideon,oorsill. She was sorry Alma could not come today. Gideon and she had a bet on how long the chocolate eater,annotator_2,overlap
Jazz (1992),Eden,212306,212310,character_reference,0.7,Eden,"hen like you knew me, and I thought it really was Eden, and I couldn't take your eyes in because I was l",annotator_2,overlap
Sula (1973),Jude,252426,252430,thematic_reference,0.9,Jude,ace in her mind. For over twenty-five years since Jude walked out she had pinned herself into a tiny lif,annotator_2,overlap
Song of Solomon (1977),Pilate,95803,95809,character_reference,0.7,Pilate,m one day to the next. Wrote one word in his life-Pilate's name; copied it out of the Bible. That's what s,annotator_2,overlap
Song of Solomon (1977),Magdalene,62943,62952,character_reference,0.85,Magdalene,"it,"" said Macon. He looked out the window and saw Magdalene called Lena coming out of the trees. A large colo",annotator_2,overlap
Song of Solomon (1977),lot,360998,361001,character_reference,0.7,Lot,upon row of automobiles in the hot drive-in movie lot. 195 Porter traced her cheek line with his knuckl,annotator_2,overlap
The Bluest Eye (1970),Samson,182086,182092,character_reference,0.7,Samson,"m, was it? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."" ""How come you all didn't name me",annotator_2,overlap
Song of Solomon (1977),Pilate,78029,78035,character_reference,0.85,Pilate,"nor Guitar saw or heard anyone approach- ing, but Pilate jumped up and ran toward the door. Before she rea",annotator_2,unique
Song of Solomon (1977),lot,359732,359735,character_reference,0.7,Lot,never set foot in her house. And she hated him a lot for the shame she felt. Hated him sometimes right,annotator_2,overlap
Song of Solomon (1977),Mary,153807,153811,character_reference,0.85,Mary,". Music and a taste."" ""Then it'll have to be Miss Mary. I'll keep the ladies working elsewhere."" ""Yeah?",annotator_2,unique
Song of Solomon (1977),Hagar,280903,280908,character_reference,0.85,Hagar,"and she lived, but because of her granddaughter. Hagar was prissy. She hated, even as a two-year-old, di",annotator_2,overlap
The Bluest Eye (1970),mark,252112,252116,thematic_reference,0.9,Mark,"sleeping on the porch. Make sure he eats it. And mark well how he behaves. If nothing hap pens, you wil",annotator_2,unique
Paradise (1998),faith,474599,474604,thematic_reference,0.8,Faith,"eed more."" ""Never,"" said Consolata. “In my faith, faith is all I need.” ""You need what we all need: earth",annotator_2,overlap
A Mercy (2008),faith,118454,118459,thematic_reference,0.8,Faith,"e daughter, that Rebekka turned away. Weak as her faith was, there was no excuse for not pro- tecting the",annotator_2,overlap
Song of Solomon (1977),Pilate,252026,252032,character_reference,0.7,Pilate,"her about his mother, whatever she had heard from Pilate and Reba, she could not remember, so overwhelmed",annotator_2,unique
Paradise (1998),Charity,383563,383570,thematic_reference,0.8,Charity,"ouse: to Harper Jury, Catherine's own husband, to Charity's husband, Ace Flood, and to Sargeant Person's (h",annotator_2,unique
Song of Solomon (1977),Pilate,85675,85681,character_reference,0.7,Pilate,"e of the wine I made."" ""You think you made this?"" Pilate laughed at him. ""You think this all there is to i",annotator_2,unique
Song of Solomon (1977),Jesus,46588,46593,character_reference,0.85,Jesus,"you know. You know all about it. Ain't it heavy? Jesus? Ain't love heavy? Don't you see, Lord? You own s",annotator_2,unique
Sula (1973),Jesus,166795,166800,character_reference,0.85,Jesus,"walk up and down these rooms? What good are they, Jesus? They will never give me the peace I need to get",annotator_2,overlap
Song of Solomon (1977),Magdalene,348921,348930,character_reference,0.85,Magdalene,"at they probably were not going to marry anybody. Magdalene called Lena seemed resigned to her life, but when",annotator_2,overlap
Paradise (1998),Esther,574972,574978,thematic_reference,0.9,Esther,"ren, died, people assumed the rest of them, Noah, Esther and Ming, would quickly follow. The first was giv",annotator_2,overlap
Song of Solomon (1977),Pilate,239826,239832,character_reference,0.7,Pilate,She hadn't laid eyes on her in years; had been to Pilate's house only once in her life-a very long time ag,annotator_2,overlap
Tar Baby (1981),job,481875,481878,thematic_reference,0.9,Job,hem down there with him not knowing if they had a job or not. You should cook for them. What the hell k,annotator_2,overlap
